node_ids timestamps population
1 147896.06063648663 PAG_aff_virt
1 152634.74994814672 PAG_aff_virt
1 163608.0653472317 PAG_aff_virt
1 175989.456591533 PAG_aff_virt
1 195924.496375226 PAG_aff_virt
1 208610.23696627957 PAG_aff_virt
1 220758.0163299748 PAG_aff_virt
1 230544.14345346324 PAG_aff_virt
1 243555.34184194013 PAG_aff_virt
1 252061.92036082383 PAG_aff_virt
1 257592.16095809752 PAG_aff_virt
1 299681.07172888174 PAG_aff_virt
1 299760.19190751965 PAG_aff_virt
1 300951.8364404895 PAG_aff_virt
1 305628.00867471285 PAG_aff_virt
1 341866.2280721836 PAG_aff_virt
1 348130.58058756334 PAG_aff_virt
1 357570.3250040131 PAG_aff_virt
1 360190.11791566416 PAG_aff_virt
1 376910.58497928927 PAG_aff_virt
1 385583.38587751845 PAG_aff_virt
1 421755.48122124665 PAG_aff_virt
1 436057.2787697083 PAG_aff_virt
1 438555.02033697907 PAG_aff_virt
1 447769.2381033232 PAG_aff_virt
1 457919.7590011133 PAG_aff_virt
1 464321.42459245573 PAG_aff_virt
1 477762.45755415433 PAG_aff_virt
1 488731.6870229888 PAG_aff_virt
1 494721.4984398729 PAG_aff_virt
1 500067.80273575557 PAG_aff_virt
1 500581.29259718856 PAG_aff_virt
1 510040.1985520196 PAG_aff_virt
1 518914.73114945914 PAG_aff_virt
1 520630.9711991329 PAG_aff_virt
1 528960.8051647978 PAG_aff_virt
1 554832.0661147308 PAG_aff_virt
2 9885.032200072352 PAG_aff_virt
2 19506.796024849573 PAG_aff_virt
2 24795.77313992477 PAG_aff_virt
2 32854.72599555036 PAG_aff_virt
2 46833.07605081082 PAG_aff_virt
2 59523.6895231651 PAG_aff_virt
2 62455.86677993274 PAG_aff_virt
2 74968.64674644859 PAG_aff_virt
2 78728.94511398801 PAG_aff_virt
2 113505.13954866564 PAG_aff_virt
2 115761.36998046406 PAG_aff_virt
2 150156.13698912703 PAG_aff_virt
2 151955.32223360258 PAG_aff_virt
2 155207.36586112087 PAG_aff_virt
2 170708.22226833767 PAG_aff_virt
2 173685.50045792587 PAG_aff_virt
2 177966.73941489976 PAG_aff_virt
2 180977.56555096593 PAG_aff_virt
2 183709.49554798452 PAG_aff_virt
2 189054.69616306372 PAG_aff_virt
2 198123.54145170687 PAG_aff_virt
2 212566.7240538106 PAG_aff_virt
2 234042.01200861263 PAG_aff_virt
2 248770.24894292123 PAG_aff_virt
2 257515.28287138708 PAG_aff_virt
2 272497.4446691435 PAG_aff_virt
2 280600.96431899286 PAG_aff_virt
2 289273.17682995496 PAG_aff_virt
2 289403.40896915365 PAG_aff_virt
2 303001.8027468797 PAG_aff_virt
2 308029.1216796593 PAG_aff_virt
2 312846.3469641136 PAG_aff_virt
2 320213.19097710075 PAG_aff_virt
2 322334.4846918111 PAG_aff_virt
2 326389.151519728 PAG_aff_virt
2 346347.8110090942 PAG_aff_virt
2 350147.18822486524 PAG_aff_virt
2 368878.46768030355 PAG_aff_virt
2 407054.5756604157 PAG_aff_virt
2 408092.90505656664 PAG_aff_virt
2 442878.22800214676 PAG_aff_virt
2 454634.4006389883 PAG_aff_virt
2 459745.38542376173 PAG_aff_virt
2 461069.3388616012 PAG_aff_virt
2 487368.9556943589 PAG_aff_virt
2 504982.98937698366 PAG_aff_virt
2 505944.14044849086 PAG_aff_virt
2 509252.6153771541 PAG_aff_virt
2 511665.894195652 PAG_aff_virt
2 512217.14849876234 PAG_aff_virt
2 515057.3332459443 PAG_aff_virt
2 520394.13299630984 PAG_aff_virt
2 528905.1383357308 PAG_aff_virt
2 529855.1041990086 PAG_aff_virt
3 4616.751192811528 PAG_aff_virt
3 31282.613433351744 PAG_aff_virt
3 96933.11831740662 PAG_aff_virt
3 111633.93691097441 PAG_aff_virt
3 112667.8796801733 PAG_aff_virt
3 118139.14373913762 PAG_aff_virt
3 125850.18857448021 PAG_aff_virt
3 127619.14762789075 PAG_aff_virt
3 134404.71914788414 PAG_aff_virt
3 152058.71039534855 PAG_aff_virt
3 160914.24760249918 PAG_aff_virt
3 166269.0619642616 PAG_aff_virt
3 184304.08601382072 PAG_aff_virt
3 196355.64433863436 PAG_aff_virt
3 203673.3338015768 PAG_aff_virt
3 205465.78328009008 PAG_aff_virt
3 209291.0899017178 PAG_aff_virt
3 213170.81348308688 PAG_aff_virt
3 226377.94524954786 PAG_aff_virt
3 226462.43979550345 PAG_aff_virt
3 232779.92134339327 PAG_aff_virt
3 253501.00735474267 PAG_aff_virt
3 276150.4385466556 PAG_aff_virt
3 282007.7611797749 PAG_aff_virt
3 317310.722720364 PAG_aff_virt
3 337677.43116758444 PAG_aff_virt
3 353850.23199599655 PAG_aff_virt
3 358440.60582928057 PAG_aff_virt
3 363807.7183752378 PAG_aff_virt
3 373310.6330853302 PAG_aff_virt
3 375462.9709283264 PAG_aff_virt
3 377506.7524355974 PAG_aff_virt
3 384355.4380095476 PAG_aff_virt
3 404338.93730429 PAG_aff_virt
3 415951.23767393205 PAG_aff_virt
3 418766.064905183 PAG_aff_virt
3 423082.7405315054 PAG_aff_virt
3 423659.2819233555 PAG_aff_virt
3 427964.0159282663 PAG_aff_virt
3 428134.784573065 PAG_aff_virt
3 461293.726764043 PAG_aff_virt
3 487801.7666189377 PAG_aff_virt
3 507478.67416608776 PAG_aff_virt
4 19249.025279571568 PAG_aff_virt
4 19522.955419651185 PAG_aff_virt
4 33159.55593513213 PAG_aff_virt
4 41655.34980906085 PAG_aff_virt
4 43453.23602657507 PAG_aff_virt
4 57826.83295314153 PAG_aff_virt
4 62488.76296990848 PAG_aff_virt
4 71346.08781697432 PAG_aff_virt
4 71658.43814573507 PAG_aff_virt
4 72745.02980175013 PAG_aff_virt
4 73958.82379011881 PAG_aff_virt
4 74256.72693510297 PAG_aff_virt
4 74920.88975380424 PAG_aff_virt
4 80411.0078631856 PAG_aff_virt
4 100803.4110308007 PAG_aff_virt
4 103602.26832935843 PAG_aff_virt
4 127356.36459124074 PAG_aff_virt
4 130124.61744138782 PAG_aff_virt
4 138523.35440730074 PAG_aff_virt
4 159235.02579298674 PAG_aff_virt
4 167337.57526040266 PAG_aff_virt
4 169987.94973967926 PAG_aff_virt
4 175824.41416824303 PAG_aff_virt
4 182753.95319744662 PAG_aff_virt
4 186407.0675490323 PAG_aff_virt
4 190159.5450496269 PAG_aff_virt
4 193762.84005410946 PAG_aff_virt
4 197115.02284896254 PAG_aff_virt
4 198125.33966089718 PAG_aff_virt
4 208875.10654656318 PAG_aff_virt
4 215716.32550200837 PAG_aff_virt
4 221432.20422693566 PAG_aff_virt
4 230438.38710926814 PAG_aff_virt
4 236017.95129967047 PAG_aff_virt
4 247409.09443206218 PAG_aff_virt
4 272529.6882490873 PAG_aff_virt
4 291130.02081085724 PAG_aff_virt
4 292744.481453137 PAG_aff_virt
4 320362.7819277341 PAG_aff_virt
4 322517.1299372449 PAG_aff_virt
4 331879.33593279513 PAG_aff_virt
4 365235.69714198005 PAG_aff_virt
4 372797.2517021544 PAG_aff_virt
4 374084.93731154874 PAG_aff_virt
4 375439.44458322873 PAG_aff_virt
4 382796.6417076323 PAG_aff_virt
4 393118.62593548076 PAG_aff_virt
4 401371.16778730234 PAG_aff_virt
4 406071.69429484196 PAG_aff_virt
4 431513.1816136043 PAG_aff_virt
4 447136.4617342378 PAG_aff_virt
4 453950.084021146 PAG_aff_virt
4 468110.54219449183 PAG_aff_virt
4 469005.90644407715 PAG_aff_virt
4 469777.0888725472 PAG_aff_virt
4 470776.19189949654 PAG_aff_virt
4 487190.30969387625 PAG_aff_virt
4 487335.3696471141 PAG_aff_virt
4 490204.3768606134 PAG_aff_virt
4 500959.57589783054 PAG_aff_virt
4 502540.009324537 PAG_aff_virt
4 503903.8586556818 PAG_aff_virt
4 519464.0375251016 PAG_aff_virt
4 520979.04932001536 PAG_aff_virt
4 521623.17719919 PAG_aff_virt
4 522018.26709258585 PAG_aff_virt
4 541604.8977101727 PAG_aff_virt
4 544656.7367445609 PAG_aff_virt
4 545452.6332123018 PAG_aff_virt
4 550426.4456755758 PAG_aff_virt
5 12271.547741163451 PAG_aff_virt
5 13685.716905850515 PAG_aff_virt
5 21886.885874048006 PAG_aff_virt
5 23297.70099074737 PAG_aff_virt
5 33968.797885135595 PAG_aff_virt
5 50517.440082979316 PAG_aff_virt
5 60452.279963182504 PAG_aff_virt
5 67163.13178784213 PAG_aff_virt
5 76881.89771411862 PAG_aff_virt
5 98340.76185077074 PAG_aff_virt
5 102584.59615512774 PAG_aff_virt
5 104328.1545581921 PAG_aff_virt
5 115525.58174892997 PAG_aff_virt
5 134024.11372082078 PAG_aff_virt
5 143130.62397923632 PAG_aff_virt
5 149774.70227826876 PAG_aff_virt
5 162459.34846739116 PAG_aff_virt
5 167546.44775724434 PAG_aff_virt
5 176625.26633736433 PAG_aff_virt
5 186176.5528526428 PAG_aff_virt
5 186666.89763699417 PAG_aff_virt
5 188088.29209967772 PAG_aff_virt
5 190313.35977542136 PAG_aff_virt
5 200771.39906383614 PAG_aff_virt
5 241546.07532236824 PAG_aff_virt
5 254430.92682497835 PAG_aff_virt
5 257132.7375259859 PAG_aff_virt
5 259715.07426921665 PAG_aff_virt
5 263929.0638168084 PAG_aff_virt
5 269789.4142316723 PAG_aff_virt
5 278504.1767209349 PAG_aff_virt
5 300843.32058592566 PAG_aff_virt
5 304572.12620690704 PAG_aff_virt
5 321624.0690315703 PAG_aff_virt
5 324175.9133356751 PAG_aff_virt
5 329141.7975617516 PAG_aff_virt
5 350220.79745260277 PAG_aff_virt
5 364237.8846505743 PAG_aff_virt
5 377753.4864269201 PAG_aff_virt
5 379441.5070333711 PAG_aff_virt
5 381524.2718991098 PAG_aff_virt
5 381807.9985360108 PAG_aff_virt
5 393368.082784725 PAG_aff_virt
5 398485.9926382684 PAG_aff_virt
5 418181.0929558158 PAG_aff_virt
5 426145.6547488305 PAG_aff_virt
5 439345.18758060696 PAG_aff_virt
5 443534.15331929555 PAG_aff_virt
5 444009.27395181515 PAG_aff_virt
5 450417.83225035213 PAG_aff_virt
5 460303.7509357039 PAG_aff_virt
5 484814.18380996754 PAG_aff_virt
5 485454.7368525137 PAG_aff_virt
5 493899.3817383089 PAG_aff_virt
5 505894.40291749325 PAG_aff_virt
5 507963.84146224987 PAG_aff_virt
5 523173.85582912783 PAG_aff_virt
5 537694.3655219196 PAG_aff_virt
5 552186.8760148827 PAG_aff_virt
6 35591.49543096802 PAG_aff_virt
6 40615.32954670238 PAG_aff_virt
6 45908.60668444166 PAG_aff_virt
6 48373.722347614865 PAG_aff_virt
6 50146.70350820022 PAG_aff_virt
6 52356.802142308516 PAG_aff_virt
6 59951.32708918956 PAG_aff_virt
6 60279.931065438795 PAG_aff_virt
6 73836.76055495221 PAG_aff_virt
6 87997.52671562198 PAG_aff_virt
6 93771.30836258123 PAG_aff_virt
6 95337.41845513754 PAG_aff_virt
6 97601.52938092312 PAG_aff_virt
6 102702.94765643244 PAG_aff_virt
6 104910.18045713022 PAG_aff_virt
6 109467.63656748226 PAG_aff_virt
6 117701.1339412448 PAG_aff_virt
6 138510.85781066105 PAG_aff_virt
6 144741.3502676544 PAG_aff_virt
6 151182.59473905075 PAG_aff_virt
6 164116.9394423994 PAG_aff_virt
6 171307.90648641338 PAG_aff_virt
6 174699.81311465715 PAG_aff_virt
6 176512.8721467885 PAG_aff_virt
6 178126.93886250682 PAG_aff_virt
6 181553.56758603436 PAG_aff_virt
6 188070.60246684297 PAG_aff_virt
6 192814.8780706315 PAG_aff_virt
6 194473.52208588523 PAG_aff_virt
6 195407.38746387162 PAG_aff_virt
6 196014.50065361697 PAG_aff_virt
6 200764.3592741848 PAG_aff_virt
6 213044.53929685813 PAG_aff_virt
6 224175.60373557944 PAG_aff_virt
6 241652.84799229 PAG_aff_virt
6 253232.3068857725 PAG_aff_virt
6 268524.692268886 PAG_aff_virt
6 272731.15743278293 PAG_aff_virt
6 280944.84035459865 PAG_aff_virt
6 291930.4517683509 PAG_aff_virt
6 320570.1607414328 PAG_aff_virt
6 325020.25086597604 PAG_aff_virt
6 327245.3785285548 PAG_aff_virt
6 335604.9127188485 PAG_aff_virt
6 337492.2332005639 PAG_aff_virt
6 362231.437883437 PAG_aff_virt
6 385037.63397144736 PAG_aff_virt
6 386309.43822111835 PAG_aff_virt
6 393455.48547648307 PAG_aff_virt
6 398341.33123526035 PAG_aff_virt
6 410442.71048759134 PAG_aff_virt
6 414359.4438105606 PAG_aff_virt
6 414786.26899232715 PAG_aff_virt
6 429788.25611192407 PAG_aff_virt
6 436464.3136636393 PAG_aff_virt
6 442479.725478146 PAG_aff_virt
6 444694.9262444075 PAG_aff_virt
6 451071.26238834986 PAG_aff_virt
6 476821.41809221974 PAG_aff_virt
6 510060.42398969317 PAG_aff_virt
6 539183.0739904777 PAG_aff_virt
6 552793.7795403119 PAG_aff_virt
7 20049.49805978368 PAG_aff_virt
7 43882.92906192908 PAG_aff_virt
7 64794.72352599696 PAG_aff_virt
7 72518.69075971455 PAG_aff_virt
7 76656.23799023929 PAG_aff_virt
7 84102.00414936895 PAG_aff_virt
7 85979.28421862978 PAG_aff_virt
7 88010.9434262248 PAG_aff_virt
7 90913.55498654126 PAG_aff_virt
7 94625.30608736923 PAG_aff_virt
7 104742.85502473827 PAG_aff_virt
7 114645.35846418806 PAG_aff_virt
7 121141.06607811399 PAG_aff_virt
7 123145.17496759388 PAG_aff_virt
7 138265.8616371115 PAG_aff_virt
7 159664.0263028974 PAG_aff_virt
7 162539.8865034141 PAG_aff_virt
7 176711.11771648828 PAG_aff_virt
7 177641.0873503331 PAG_aff_virt
7 183387.0965989933 PAG_aff_virt
7 189168.94014612283 PAG_aff_virt
7 218539.4690104528 PAG_aff_virt
7 220388.15394601336 PAG_aff_virt
7 227508.901021459 PAG_aff_virt
7 265550.4685312076 PAG_aff_virt
7 267504.49967854045 PAG_aff_virt
7 275853.78188041755 PAG_aff_virt
7 289068.6133165258 PAG_aff_virt
7 310920.59224157775 PAG_aff_virt
7 315043.90253741527 PAG_aff_virt
7 318990.2130764337 PAG_aff_virt
7 323853.87272161257 PAG_aff_virt
7 327506.81120527745 PAG_aff_virt
7 331726.90978728485 PAG_aff_virt
7 349019.84139314207 PAG_aff_virt
7 367830.5294945105 PAG_aff_virt
7 425512.8984149054 PAG_aff_virt
7 435787.5700161901 PAG_aff_virt
7 445087.4025229078 PAG_aff_virt
7 447094.2742488214 PAG_aff_virt
7 462141.6258214427 PAG_aff_virt
7 467333.11237426073 PAG_aff_virt
7 477946.28383126174 PAG_aff_virt
7 493603.2837937909 PAG_aff_virt
7 497532.02924344107 PAG_aff_virt
7 501926.9070791878 PAG_aff_virt
7 507674.3117630627 PAG_aff_virt
7 511689.67980749864 PAG_aff_virt
7 517888.49904319656 PAG_aff_virt
7 519650.7704575185 PAG_aff_virt
7 531691.4856479778 PAG_aff_virt
7 542021.2472247037 PAG_aff_virt
7 548181.3089839582 PAG_aff_virt
7 549559.1213445753 PAG_aff_virt
8 1588.6049657031467 PAG_aff_virt
8 18187.043624872807 PAG_aff_virt
8 30080.414050295592 PAG_aff_virt
8 33498.84413696253 PAG_aff_virt
8 51189.84913065257 PAG_aff_virt
8 55040.72272192321 PAG_aff_virt
8 89483.17898236442 PAG_aff_virt
8 94113.52424173507 PAG_aff_virt
8 98547.87248567127 PAG_aff_virt
8 102052.76139725899 PAG_aff_virt
8 107999.69088207973 PAG_aff_virt
8 117441.70583413485 PAG_aff_virt
8 120797.3893284658 PAG_aff_virt
8 127501.48588806188 PAG_aff_virt
8 145135.52360995224 PAG_aff_virt
8 151608.61446071323 PAG_aff_virt
8 179904.80759575142 PAG_aff_virt
8 188751.13600809837 PAG_aff_virt
8 211115.9923137681 PAG_aff_virt
8 213503.11853111183 PAG_aff_virt
8 214796.92879676181 PAG_aff_virt
8 217260.8059896818 PAG_aff_virt
8 230766.74030121407 PAG_aff_virt
8 242384.2512191806 PAG_aff_virt
8 273808.6025234226 PAG_aff_virt
8 274427.34856247983 PAG_aff_virt
8 282491.49337567715 PAG_aff_virt
8 293072.1726811643 PAG_aff_virt
8 338761.79746540304 PAG_aff_virt
8 341838.704240169 PAG_aff_virt
8 405418.6064612764 PAG_aff_virt
8 418620.04857156007 PAG_aff_virt
8 426605.81749872176 PAG_aff_virt
8 432336.1160361488 PAG_aff_virt
8 445939.265210361 PAG_aff_virt
8 450056.8805800837 PAG_aff_virt
8 458120.67063427967 PAG_aff_virt
8 478365.61484625435 PAG_aff_virt
8 484145.1386231996 PAG_aff_virt
8 491293.0345280342 PAG_aff_virt
8 505847.79702714307 PAG_aff_virt
8 509004.0640921382 PAG_aff_virt
8 526633.913953423 PAG_aff_virt
9 5698.639432546364 PAG_aff_virt
9 23098.571520200625 PAG_aff_virt
9 33451.977129151244 PAG_aff_virt
9 39961.059105683205 PAG_aff_virt
9 56204.81633056738 PAG_aff_virt
9 58745.12856265622 PAG_aff_virt
9 64314.807470536085 PAG_aff_virt
9 64570.68434314092 PAG_aff_virt
9 88331.38857726663 PAG_aff_virt
9 89161.16899795101 PAG_aff_virt
9 102808.1901078662 PAG_aff_virt
9 126366.83294485649 PAG_aff_virt
9 163510.44181451097 PAG_aff_virt
9 176558.82209693032 PAG_aff_virt
9 184780.24126190157 PAG_aff_virt
9 190101.46952574962 PAG_aff_virt
9 198619.6700824304 PAG_aff_virt
9 202485.09533767434 PAG_aff_virt
9 213681.45227035673 PAG_aff_virt
9 221618.9616194089 PAG_aff_virt
9 223075.7511290041 PAG_aff_virt
9 232593.28226696132 PAG_aff_virt
9 261304.47712008964 PAG_aff_virt
9 266140.6463532968 PAG_aff_virt
9 266554.655639382 PAG_aff_virt
9 282840.02983684326 PAG_aff_virt
9 296978.21432817826 PAG_aff_virt
9 311133.3368290242 PAG_aff_virt
9 321894.3541912263 PAG_aff_virt
9 323575.1694618339 PAG_aff_virt
9 336503.13834470446 PAG_aff_virt
9 343823.6703387511 PAG_aff_virt
9 347498.495854899 PAG_aff_virt
9 352157.2067449503 PAG_aff_virt
9 352900.93853448064 PAG_aff_virt
9 362357.06468113116 PAG_aff_virt
9 363861.32268734777 PAG_aff_virt
9 366047.71671678574 PAG_aff_virt
9 371168.21432523645 PAG_aff_virt
9 373429.9681147245 PAG_aff_virt
9 389935.72990710865 PAG_aff_virt
9 413645.6898467431 PAG_aff_virt
9 436856.06187025877 PAG_aff_virt
9 444794.56499824574 PAG_aff_virt
9 446694.3877253678 PAG_aff_virt
9 457655.36869131855 PAG_aff_virt
9 472678.99743978697 PAG_aff_virt
9 502847.4366348728 PAG_aff_virt
9 551954.4857218969 PAG_aff_virt
9 552868.155502042 PAG_aff_virt
10 8679.83778562624 PAG_aff_virt
10 17729.545176398882 PAG_aff_virt
10 18786.21062690698 PAG_aff_virt
10 20832.28186533606 PAG_aff_virt
10 27405.785948600475 PAG_aff_virt
10 33978.27066309585 PAG_aff_virt
10 45868.093308671785 PAG_aff_virt
10 59670.67859156501 PAG_aff_virt
10 89821.12817110211 PAG_aff_virt
10 92269.68375510424 PAG_aff_virt
10 95047.47630583767 PAG_aff_virt
10 100990.20756081845 PAG_aff_virt
10 102141.21281526433 PAG_aff_virt
10 103476.38688084026 PAG_aff_virt
10 103672.03921069065 PAG_aff_virt
10 107143.27667436848 PAG_aff_virt
10 112578.47492929987 PAG_aff_virt
10 116807.33426757249 PAG_aff_virt
10 124347.85154302398 PAG_aff_virt
10 127753.98777358937 PAG_aff_virt
10 168749.8861324201 PAG_aff_virt
10 172570.71643576754 PAG_aff_virt
10 183150.24858071958 PAG_aff_virt
10 188961.1236059567 PAG_aff_virt
10 204864.3376052047 PAG_aff_virt
10 251616.8156297543 PAG_aff_virt
10 265619.2033523019 PAG_aff_virt
10 277462.83461149485 PAG_aff_virt
10 279490.2421225463 PAG_aff_virt
10 281073.9846691829 PAG_aff_virt
10 282893.98175868485 PAG_aff_virt
10 306491.9785471182 PAG_aff_virt
10 307178.5652762964 PAG_aff_virt
10 317062.71210539184 PAG_aff_virt
10 332582.4389341849 PAG_aff_virt
10 346116.12297140923 PAG_aff_virt
10 374043.5556270808 PAG_aff_virt
10 378259.8917353016 PAG_aff_virt
10 378498.15394578653 PAG_aff_virt
10 391177.68833235867 PAG_aff_virt
10 401334.62097094057 PAG_aff_virt
10 407164.3618804606 PAG_aff_virt
10 410013.59346064087 PAG_aff_virt
10 424864.21254553704 PAG_aff_virt
10 437761.9209909103 PAG_aff_virt
10 446609.4099696638 PAG_aff_virt
10 448827.56840217055 PAG_aff_virt
10 460977.25099866965 PAG_aff_virt
10 485284.92835172033 PAG_aff_virt
10 510990.2879979855 PAG_aff_virt
10 529476.6054992419 PAG_aff_virt
10 543875.8795196067 PAG_aff_virt
10 547187.1988271023 PAG_aff_virt
10 550930.3217602435 PAG_aff_virt
11 8340.372039337164 PAG_aff_virt
11 11507.57845558141 PAG_aff_virt
11 26902.11581422885 PAG_aff_virt
11 39789.998227492135 PAG_aff_virt
11 89254.66544088765 PAG_aff_virt
11 116874.48300314565 PAG_aff_virt
11 126560.0031799861 PAG_aff_virt
11 133869.09404130114 PAG_aff_virt
11 138321.6948609734 PAG_aff_virt
11 146376.1502134189 PAG_aff_virt
11 152255.16768279925 PAG_aff_virt
11 153970.9476593056 PAG_aff_virt
11 154834.25629174302 PAG_aff_virt
11 163736.69163122674 PAG_aff_virt
11 171961.3015728567 PAG_aff_virt
11 186972.7025045731 PAG_aff_virt
11 240408.34021399848 PAG_aff_virt
11 240999.67749636743 PAG_aff_virt
11 249581.40717291227 PAG_aff_virt
11 264654.66000198363 PAG_aff_virt
11 269229.1960486049 PAG_aff_virt
11 289338.85851832374 PAG_aff_virt
11 311552.36819564964 PAG_aff_virt
11 319450.48866811953 PAG_aff_virt
11 344654.375403195 PAG_aff_virt
11 359336.38237754727 PAG_aff_virt
11 361291.399452703 PAG_aff_virt
11 375695.9110627277 PAG_aff_virt
11 390971.88096994656 PAG_aff_virt
11 400357.81848174374 PAG_aff_virt
11 411606.5764884682 PAG_aff_virt
11 416431.8293478012 PAG_aff_virt
11 423542.54740145255 PAG_aff_virt
11 435193.94857990363 PAG_aff_virt
11 437113.97832805855 PAG_aff_virt
11 445798.72428279096 PAG_aff_virt
11 449395.79990376555 PAG_aff_virt
11 453008.2010769998 PAG_aff_virt
11 453078.628190687 PAG_aff_virt
11 469904.07492792624 PAG_aff_virt
11 475758.42566497123 PAG_aff_virt
11 505283.2904667197 PAG_aff_virt
11 507136.40313791437 PAG_aff_virt
11 515159.9706822297 PAG_aff_virt
11 515505.65263755986 PAG_aff_virt
11 525045.0852185966 PAG_aff_virt
11 532814.1158216115 PAG_aff_virt
12 2210.739471805051 PAG_aff_virt
12 10675.341162552375 PAG_aff_virt
12 11056.10903356696 PAG_aff_virt
12 12570.862550436206 PAG_aff_virt
12 14980.579088283077 PAG_aff_virt
12 17072.848401335264 PAG_aff_virt
12 30175.91397616286 PAG_aff_virt
12 30292.102413932687 PAG_aff_virt
12 35062.04524038648 PAG_aff_virt
12 37911.26062659062 PAG_aff_virt
12 42766.87337068806 PAG_aff_virt
12 44491.26753430696 PAG_aff_virt
12 50155.897733765705 PAG_aff_virt
12 53757.73245602612 PAG_aff_virt
12 55035.076623073335 PAG_aff_virt
12 55992.80229660152 PAG_aff_virt
12 72047.70983068568 PAG_aff_virt
12 75288.80615743922 PAG_aff_virt
12 76607.57254964394 PAG_aff_virt
12 81617.60256852215 PAG_aff_virt
12 93996.43353798964 PAG_aff_virt
12 116127.05695141884 PAG_aff_virt
12 125627.94780867227 PAG_aff_virt
12 128970.62762981383 PAG_aff_virt
12 142218.62430122396 PAG_aff_virt
12 168620.6289208584 PAG_aff_virt
12 174912.04898226215 PAG_aff_virt
12 190139.34450784526 PAG_aff_virt
12 195360.47703002603 PAG_aff_virt
12 218303.72999001027 PAG_aff_virt
12 229743.01822203977 PAG_aff_virt
12 233307.61191296866 PAG_aff_virt
12 240785.21682396284 PAG_aff_virt
12 245785.03383446558 PAG_aff_virt
12 252290.9639681109 PAG_aff_virt
12 256102.86528667135 PAG_aff_virt
12 265292.4229559749 PAG_aff_virt
12 266137.17985874787 PAG_aff_virt
12 268939.2878928688 PAG_aff_virt
12 269261.06812075945 PAG_aff_virt
12 281553.79967892845 PAG_aff_virt
12 286383.18026547955 PAG_aff_virt
12 300169.1069936779 PAG_aff_virt
12 301428.1776766905 PAG_aff_virt
12 311946.51122391666 PAG_aff_virt
12 333791.9825239964 PAG_aff_virt
12 355462.60204955743 PAG_aff_virt
12 364187.2731294341 PAG_aff_virt
12 373747.14228397445 PAG_aff_virt
12 392347.2620053114 PAG_aff_virt
12 394576.7265099452 PAG_aff_virt
12 398007.86150664074 PAG_aff_virt
12 417869.2729129479 PAG_aff_virt
12 438540.48887459014 PAG_aff_virt
12 471596.80319375143 PAG_aff_virt
12 473254.78569093265 PAG_aff_virt
12 479327.45696587284 PAG_aff_virt
12 492558.3973981078 PAG_aff_virt
12 495814.8509558176 PAG_aff_virt
12 505562.1817799079 PAG_aff_virt
12 505566.0727373782 PAG_aff_virt
12 507541.9232871637 PAG_aff_virt
12 516380.4140882035 PAG_aff_virt
12 519221.8952335265 PAG_aff_virt
12 521866.5597839602 PAG_aff_virt
